dataset_name,path,image,question_1,answer_1,question_2,answer_2,question_3,answer_3
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0102.jpg,Te-pi_0102.jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",What tumor subtype is this?,Type of tumor: pituitary.,Identify the image orientation.,Orientation: sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0103.jpg,Te-pi_0103.jpg,Is a tumor present in the scan provided?,A tumor is visible in the image.,What specific tumor is present here?,This image displays a pituitary tumor.,What image type is displayed here?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0104.jpg,Te-pi_0104.jpg,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.",What is the classification of this tumor?,Detected tumor: pituitary.,What is the view type of this image?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0105.jpg,Te-pi_0105.jpg,Is this an example of a tumorous brain scan?,"Indeed, the scan shows a tumor.",Identify the tumor type in this scan.,This scan has pituitary type.,What image type is displayed here?,Sagittal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0106.jpg,Te-pi_0106.jpg,Is the scan indicating the presence of a tumor?,"Indeed, the scan shows a tumor.",What tumor subtype is this?,It is a pituitary tumor.,Identify the image orientation.,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0107.jpg,Te-pi_0107.jpg,Is there a tumor visible in this scan?,A tumor is visible in the image.,Specify the tumor type visible here.,Pituitary is the tumor type here.,What is the imaging perspective?,This is a coronal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0108.jpg,Te-pi_0108.jpg,Is there any abnormal growth in this MRI?,"Yes, abnormal tissue is seen.",What is the detected tumor type?,This image displays a pituitary tumor.,Which anatomical plane is used?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0109.jpg,Te-pi_0109.jpg,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.",What does the scan indicate as tumor type?,Pituitary tumor is shown here.,What is the view type of this image?,Sagittal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0110.jpg,Te-pi_0110.jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",What kind of tumor is present in the image?,This image displays a pituitary tumor.,Which anatomical plane is used?,View type: sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0111.jpg,Te-pi_0111.jpg,Can you detect any tumor in this image?,A tumor is visible in the image.,What specific tumor is present here?,This scan has pituitary type.,In which direction is this MRI taken?,Sagittal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0112.jpg,Te-pi_0112.jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",Identify the tumor type in this scan.,Detected tumor: pituitary.,Identify the image orientation.,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0113.jpg,Te-pi_0113.jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,Can you tell the type of tumor shown?,It is a pituitary tumor.,Which plane is shown in the image?,Scan is from sagittal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0114.jpg,Te-pi_0114.jpg,Is a tumor present in the scan provided?,"Indeed, the scan shows a tumor.",What is the classification of this tumor?,Pituitary is the tumor type here.,What image type is displayed here?,Orientation: sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0115.jpg,Te-pi_0115.jpg,Can you detect any tumor in this image?,A tumor can be seen clearly.,Can you tell the type of tumor shown?,Detected tumor: pituitary.,What is the view type of this image?,Sagittal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0116.jpg,Te-pi_0116.jpg,Does this MRI image show a tumor?,"Yes, tumor identified.",Specify the tumor type visible here.,This scan has pituitary type.,What kind of image view is this?,Orientation: sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0117.jpg,Te-pi_0117.jpg,Is a tumor present in the scan provided?,"Confirmed, tumor is present.",What tumor subtype is this?,It is a pituitary tumor.,What image type is displayed here?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0118.jpg,Te-pi_0118.jpg,Can you detect any tumor in this image?,"Yes, a tumor is present.",Identify the tumor type in this scan.,It is a pituitary tumor.,What image type is displayed here?,Orientation: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0119.jpg,Te-pi_0119.jpg,Is there a tumor visible in this scan?,"Yes, a tumor is present.",What is the classification of this tumor?,This is classified as a pituitary tumor.,What image type is displayed here?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0120.jpg,Te-pi_0120.jpg,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,What specific tumor is present here?,Type of tumor: pituitary.,What is the view type of this image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0121.jpg,Te-pi_0121.jpg,Is a tumor present in the scan provided?,"Yes, a tumor is present.",Identify the tumor type in this scan.,It is a pituitary tumor.,Which anatomical plane is used?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0122.jpg,Te-pi_0122.jpg,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,This image displays a pituitary tumor.,Can you name the scan view type?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0123.jpg,Te-pi_0123.jpg,Does this MRI image show a tumor?,A tumor can be seen clearly.,What tumor subtype is this?,It is a pituitary tumor.,What's the viewing angle here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0124.jpg,Te-pi_0124.jpg,Is there a tumor visible in this scan?,"Yes, tumor identified.",What tumor subtype is this?,This image displays a pituitary tumor.,In which direction is this MRI taken?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0125.jpg,Te-pi_0125.jpg,Is this an example of a tumorous brain scan?,A tumor is visible in the image.,What does the scan indicate as tumor type?,The tumor is pituitary.,In which direction is this MRI taken?,Sagittal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0126.jpg,Te-pi_0126.jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",What tumor subtype is this?,This is classified as a pituitary tumor.,Identify the image orientation.,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0127.jpg,Te-pi_0127.jpg,Is there a tumor visible in this scan?,A tumor is visible in the image.,What is the detected tumor type?,Detected tumor: pituitary.,What's the viewing angle here?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0128.jpg,Te-pi_0128.jpg,Does this MRI image show a tumor?,"Confirmed, tumor is present.",Identify the tumor type in this scan.,This scan has pituitary type.,What kind of image view is this?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0129.jpg,Te-pi_0129.jpg,Can you detect any tumor in this image?,A tumor can be seen clearly.,What is the detected tumor type?,Detected tumor: pituitary.,What is the imaging perspective?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0130.jpg,Te-pi_0130.jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,Specify the tumor type visible here.,Pituitary tumor is shown here.,In which direction is this MRI taken?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0131.jpg,Te-pi_0131.jpg,Can a tumor be observed in the image?,"Yes, tumor identified.",Identify the tumor type in this scan.,The tumor is pituitary.,Identify the image orientation.,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0132.jpg,Te-pi_0132.jpg,Can a tumor be observed in the image?,"Yes, abnormal tissue is seen.",Identify the tumor type in this scan.,This is classified as a pituitary tumor.,What is the view type of this image?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0133.jpg,Te-pi_0133.jpg,Does this MRI image show a tumor?,"Yes, tumor identified.",What does the scan indicate as tumor type?,The tumor is pituitary.,What kind of image view is this?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0134.jpg,Te-pi_0134.jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",Which tumor type does this image show?,Type of tumor: pituitary.,What image type is displayed here?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0135.jpg,Te-pi_0135.jpg,Does this MRI image show a tumor?,"Certainly, a tumor exists.",Identify the tumor type in this scan.,A pituitary is present in this scan.,Can you name the scan view type?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0136.jpg,Te-pi_0136.jpg,Is there any abnormal growth in this MRI?,"Yes, a tumor is present.",What is the classification of this tumor?,Detected tumor: pituitary.,Identify the image orientation.,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0137.jpg,Te-pi_0137.jpg,Can a tumor be observed in the image?,"Yes, tumor identified.",What specific tumor is present here?,The tumor is pituitary.,What is the imaging perspective?,Scan is from sagittal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0138.jpg,Te-pi_0138.jpg,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.",What is the detected tumor type?,Type of tumor: pituitary.,In which direction is this MRI taken?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0139.jpg,Te-pi_0139.jpg,Can a tumor be observed in the image?,A tumor can be seen clearly.,Identify the tumor type in this scan.,Pituitary tumor is shown here.,What is the imaging perspective?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0140.jpg,Te-pi_0140.jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",Identify the tumor type in this scan.,It is a pituitary tumor.,What is the imaging perspective?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0141.jpg,Te-pi_0141.jpg,Does this brain image contain a tumor?,A tumor can be seen clearly.,Identify the tumor type in this scan.,This scan has pituitary type.,What's the viewing angle here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0142.jpg,Te-pi_0142.jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",What does the scan indicate as tumor type?,Pituitary is the tumor type here.,Can you name the scan view type?,Sagittal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0143.jpg,Te-pi_0143.jpg,Does this brain image contain a tumor?,"Certainly, a tumor exists.",Which tumor type does this image show?,This scan has pituitary type.,In which direction is this MRI taken?,Scan is from sagittal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0144.jpg,Te-pi_0144.jpg,Can you detect any tumor in this image?,"Yes, a tumor is present.",What kind of tumor is present in the image?,A pituitary is present in this scan.,In which direction is this MRI taken?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0145.jpg,Te-pi_0145.jpg,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.",What is the detected tumor type?,This is classified as a pituitary tumor.,What kind of image view is this?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0146.jpg,Te-pi_0146.jpg,Can you detect any tumor in this image?,A tumor can be seen clearly.,What specific tumor is present here?,This scan has pituitary type.,In which direction is this MRI taken?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0147.jpg,Te-pi_0147.jpg,Does this MRI show signs of a tumor?,"Confirmed, tumor is present.",What specific tumor is present here?,The tumor is pituitary.,What kind of image view is this?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0148.jpg,Te-pi_0148.jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,Identify the tumor type in this scan.,A pituitary is present in this scan.,In which direction is this MRI taken?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0149.jpg,Te-pi_0149.jpg,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.",Identify the tumor type in this scan.,This image displays a pituitary tumor.,What image type is displayed here?,Axial type image.
